3648	613	289	3175	79	62
5458	3580	497	2966	142	91
4169	803	400	2919	114	53
3752	3485	152	947	141	121
3611	3330	155	882	126	81
3979	4982	154	986	104	98
4060	3720	181	1071	147	106
3672	3267	152	1074	111	91
5331	9950	154	728	141	194
3910	3993	167	694	107	124
67	0	10	0	3	2
1692	2085	65	19	429	8
315	533	18	10	37	0
23	10	0	0	0	5
287	22	54	2	0	1
73	20	12	1	0	0
1663	1974	54	42	264	73
1295	1220	39	26	232	31
2074	4511	99	73	218	5
4319	8393	217	95	580	10
7899	13292	427	194	1247	17
4503	8667	230	151	573	10
3084	5694	168	86	393	6
6699	10728	399	206	1051	11
4225	7869	227	151	522	16
67801	180268	194	12119	1188	129
65709	178270	194	10279	1077	185
74212	198711	195	10794	1779	181
69245	187348	206	11167	1303	124
71003	194444	197	10707	1353	156
73933	215375	241	4803	1929	164
62041	169474	164	4220	962	104
1321	359	131	356	147	10
1401	326	141	378	163	9
1029	169	114	288	107	3
524	161	46	131	69	5
325	73	18	103	50	8
3223	2912	141	503	785	9
1836	1758	135	579	206	7
25851	10173	613	20670	273	388
22798	10290	727	16795	266	366
30196	12057	993	22145	410	502
26140	11868	613	20000	277	409
27958	11555	667	22583	306	417
30594	13194	655	23503	353	503
28971	16263	537	22086	323	356
86995	74207	1816	82117	4841	1090
87687	86058	1839	77539	4830	1116
95749	84494	1988	89653	5148	1198
99801	81467	2071	95665	5331	1334
100522	84578	2377	89489	5896	1437
102775	97602	2442	82465	6664	1722
75933	80604	1896	53706	5054	1277
4909	4440	101	1237	98	23
2948	2829	37	1124	21	12
3174	2880	41	1267	45	15
3067	2880	47	1281	59	18
2540	2215	18	1201	23	9
4420	4404	69	1108	112	71
4136	3352	118	1125	60	129
3731	36	14	7225	6	5
4317	55	6	8510	1	2
3327	63	3	6582	1	1
2644	17	3	5236	0	2
3907	20	4	7726	0	4
5423	30	154	9121	4	10
3300	43	140	4849	70	7
3	0	0	0	0	1
420	1015	26	11	5	12
1861	5107	63	94	46	73
2982	10448	59	50	24	33
773	22	2	1414	0	7
542	31	2	971	0	3
656	35	1	1192	0	7
664	33	1	1214	0	4
1217	38	72	1547	0	11
2562	50	133	3555	0	13
2522	83	109	3664	0	19
462	7	0	909	0	1
499	14	0	969	0	2
529	21	0	1044	0	0
445	8	0	880	0	1
573	86	8	816	36	4
1672	110	32	357	628	6
639	28	28	302	146	5
0	0	0	0	0	0
252	0	43	42	1	3
777	12	97	121	2	39
316	22	52	50	2	1
271	18	44	62	1	1
1314	360	44	117	24	167
211	98	22	24	5	2
911	420	22	757	14	31
869	323	32	711	6	35
645	210	14	623	6	18
627	368	12	574	5	16
588	293	8	598	5	12
1580	796	83	860	16	105
3471	786	221	2233	22	243
2	2	0	0	0	0
1	7	0	0	0	0
410	613	29	10	0	25
80	41	7	10	0	0
22	5	1	6	1	2
1014	1143	76	23	41	40
56	106	0	3	0	0
1321	135	238	44	0	12
2901	410	547	91	0	3
2555	341	467	155	1	7
3463	370	637	212	4	8
4387	385	827	201	1	7
4191	182	796	223	4	3
769	515	7	536	1	0
496	271	1	466	1	0
565	298	2	555	2	0
794	695	2	567	16	0
1489	1114	2	471	105	11
2310	1758	15	345	194	1
798	642	0	217	30	1
589	86	4	1009	9	2
735	26	5	1120	63	1
976	58	15	1418	69	2
810	122	8	1363	9	5
1338	259	25	1978	31	10
2155	458	43	2465	249	3
1260	296	33	1548	84	3
36	21	0	62	0	0
55	72	1	53	0	1
58	64	2	57	0	1
109	293	3	49	1	0
76	111	3	51	4	0
874	1253	53	48	133	4
121	185	3	52	8	1
117	6	7	38	0	12
239	167	1	79	0	29
106	41	0	39	0	15
94	90	2	42	3	2
301	139	19	39	9	11
1032	430	95	110	31	24
207	30	0	10	74	0
1048	0	103	60	198	20
1744	0	152	92	413	11
1708	13	181	87	282	36
127	56	5	70	4	3
191	146	8	92	10	1
183	101	4	95	16	2
317	85	3	423	7	0
242	63	3	325	2	2
889	90	12	1485	3	4
327	24	2	533	2	1
252096	49301	6017	348912	27858	2061
246047	60443	5533	343795	22337	2140
252982	58593	6331	370810	27280	2313
244538	58954	5884	356568	24132	2085
237348	56717	6136	340402	26864	2164
224091	57562	6572	281285	30389	2107
218612	55106	5734	240371	29883	1859
172043	12614	11146	355195	13455	2833
162639	12957	10399	320071	11460	2664
177309	13818	11591	401524	13364	3074
178582	14745	12007	392521	13651	3133
187634	14291	12879	426880	15414	3446
177313	14386	11241	394507	15883	2905
155325	13394	8603	340108	12436	2269
5978	12448	72	2546	263	75
6817	13360	108	2730	470	60
7434	14706	96	3024	490	84
6470	12131	82	3170	329	89
6757	13227	93	2238	561	94
4810	11227	70	1000	228	80
6939	16542	99	1186	541	89
55000	67678	1362	39997	2467	513
51809	62431	1414	37253	2120	530
51946	56295	1461	40010	1906	519
49791	57245	1376	34795	2539	479
51051	59862	1567	33582	2597	503
50089	67944	1601	27701	2766	559
53384	72694	1582	31788	2626	579
215	297	13	43	2	9
228	180	18	51	9	9
211	221	17	50	0	7
262	575	11	48	2	11
383	877	13	49	4	19
301	480	24	32	9	4
277	472	22	37	1	6
219	152	2	272	1	5
220	118	2	264	0	9
176	133	0	220	0	5
309	488	2	277	2	11
259	307	4	183	1	19
140	248	2	79	1	7
198	262	9	120	0	7
151100	8036	363	810	68150	212
7404	7709	317	857	1278	209
60906	4934	1592	732	25197	197
24488	2825	194	535	10815	185
79716	2796	211	514	38288	253
205060	3906	305	735	100524	246
306209	4921	309	553	150973	260
198651	140584	5752	326097	10917	846
210485	159772	5813	405904	13603	1152
211392	160125	6150	329140	13055	1116
192958	137568	5541	274435	11299	880
195769	144284	5314	240091	11344	1051
161707	147494	5519	118526	12947	969
176044	177027	5521	132417	14568	950
178504	589216	1064	114813	22672	401
184788	667528	1195	122538	24067	360
168494	534798	839	125813	16818	372
162925	577799	861	119359	14105	453
151773	582778	859	94844	14440	560
116695	601349	868	23829	15991	463
130337	773774	1209	28040	19422	564
